62,43,Rafael Nadal,$7.041,Nicolas Almagro,Apr 21 2014,Barcelona,Q,Nicolas Almagro,FALSE,4,cluster_3
53,27,Fernando Verdasco,$1.957,Nicolas Almagro,Apr 21 2014,Barcelona,R16,Nicolas Almagro,FALSE,5,cluster_0
62,39,Tommy Robredo,$1.221,Tommy Robredo,May 27 2013,French Open Slam,Round of 16,Nicolas Almagro,FALSE,10,cluster_3
54,26,Andreas Seppi,$1.219,Nicolas Almagro,May 27 2013,French Open Slam,Round of 32,Nicolas Almagro,FALSE,11,cluster_0
62,36,Fernando Verdasco,$1.540,Fernando Verdasco,Apr 7 2014,Houston,F,Nicolas Almagro,FALSE,13,cluster_4
59,34,Mikhail Youzhny,$1.238,Mikhail Youzhny,May 12 2013,ATP World Tour Masters 1000 Madrid,R32,Nicolas Almagro,FALSE,17,cluster_4
73,31,John Isner,$2.317,John Isner,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,Nicolas Almagro,FALSE,21,cluster_1
64,44,Rafael Nadal,$8.289,Rafael Nadal,Apr 22 2013,Barcelona,F,Nicolas Almagro,FALSE,22,cluster_3
68,37,John Isner,$1.279,John Isner,Apr 8 2013,Houston,F,Nicolas Almagro,FALSE,32,cluster_1
63,45,David Ferrer,$3.571,David Ferrer,Feb 10 2014,Buenos Aires,S,Nicolas Almagro,FALSE,33,cluster_3
59,35,Jeremy Chardy,$1.424,Nicolas Almagro,Feb 10 2014,Buenos Aires,Q,Nicolas Almagro,FALSE,34,cluster_4
54,32,Gael Monfils,$1.228,Nicolas Almagro,Apr 8 2013,Houston,R16,Nicolas Almagro,FALSE,39,cluster_4
69,40,Richard Gasquet,$2.106,Richard Gasquet,Mar 18 2013,ATP World Tour Masters 1000 Miami,R16,Nicolas Almagro,FALSE,40,cluster_3
66,51,Stan Wawrinka,$2.528,Stan Wawrinka,Jan 13 2014,ATP World Tour Masters 1000 Paris,R16,Nicolas Almagro,FALSE,45,cluster_3
68,36,Tommy Haas,$1.653,Tommy Haas,Mar 6 2013,ATP World Tour Masters 1000 Indian Wells,R32,Nicolas Almagro,FALSE,47,cluster_1
65,35,Rafael Nadal,$5.047,Rafael Nadal,Feb 25 2013,Acapulco,S,Nicolas Almagro,FALSE,50,cluster_1
58,31,Tommy Robredo,$1.160,Nicolas Almagro,Feb 25 2013,Acapulco,R16,Nicolas Almagro,FALSE,54,cluster_4
78,32,Stan Wawrinka,$1.755,Stan Wawrinka,Feb 18 2013,Buenos Aires,S,Nicolas Almagro,FALSE,55,cluster_1
76,40,Juan Martin Del Potro,$3.014,Juan Martin Del Potro,Oct 21 2013,ATP World Tour Masters 1000 Shanghai,Q,Nicolas Almagro,FALSE,56,cluster_1
70,26,Tomas Berdych,$3.334,Nicolas Almagro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,Nicolas Almagro,FALSE,57,cluster_1
62,21,Jeremy Chardy,$1.417,Nicolas Almagro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Nicolas Almagro,FALSE,61,cluster_2
75,29,Juan Martin Del Potro,$4.033,Juan Martin Del Potro,Oct 6 2013,Tokyo,S,Nicolas Almagro,FALSE,63,cluster_1
60,36,Kei Nishikori,$2.691,Nicolas Almagro,Sep 30 2013,Tokyo,Q,Nicolas Almagro,FALSE,66,cluster_4
65,41,David Ferrer,$5.608,David Ferrer,Feb 1 2013,Australian Open Slam,Quarter Final,Nicolas Almagro,FALSE,69,cluster_3
67,37,Grigor Dimitrov,$1.860,Grigor Dimitrov,Aug 26 2013,ATP World Tour Masters 1000 Cincinnati,R64,Nicolas Almagro,FALSE,72,cluster_3
76,27,Jo-Wilfried Tsonga,$5.111,Jo-Wilfried Tsonga,Nov 16 2012,ATP World Tour Masters 1000 Paris,R16,Nicolas Almagro,FALSE,81,cluster_1
60,42,Fernando Verdasco,$1.724,Fernando Verdasco,Jul 15 2013,Bastad,Q,Nicolas Almagro,FALSE,84,cluster_3
74,34,David Ferrer,$3.710,David Ferrer,Oct 29 2012,Valencia,Q,Nicolas Almagro,FALSE,85,cluster_1
70,42,Tomas Berdych,$4.350,Tomas Berdych,Oct 21 2012,Stockholm,S,Nicolas Almagro,FALSE,89,cluster_3
72,26,Jo-Wilfried Tsonga,$3.323,Jo-Wilfried Tsonga,May 12 2014,ATP World Tour Masters 1000 Rome,R32,Kevin Anderson,FALSE,2,cluster_3
80,46,Tomas Berdych,$5.459,Tomas Berdych,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,Kevin Anderson,FALSE,4,cluster_4
80,35,Gael Monfils,$2.760,Gael Monfils,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R64,Kevin Anderson,FALSE,6,cluster_4
69,38,Richard Gasquet,$2.087,Richard Gasquet,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,Kevin Anderson,FALSE,9,cluster_1
73,52,David Ferrer,$6.153,David Ferrer,Jun 10 2013,French Open Slam,Round of 16,Kevin Anderson,FALSE,12,cluster_4
82,44,Roger Federer,$5.209,Roger Federer,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,Q,Kevin Anderson,FALSE,13,cluster_4
57,39,Stan Wawrinka,$4.426,Kevin Anderson,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,Kevin Anderson,FALSE,14,cluster_0
60,25,Milos Raonic,$2.337,Kevin Anderson,Jun 10 2013,French Open Slam,Round of 32,Kevin Anderson,FALSE,16,cluster_2
66,30,Lleyton Hewitt,$1.376,Kevin Anderson,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,Kevin Anderson,FALSE,18,cluster_1
69,41,Tomas Berdych,$3.814,Tomas Berdych,Jun 10 2013,ATP World Tour Masters 1000 Rome,R16,Kevin Anderson,FALSE,20,cluster_4
69,34,Grigor Dimitrov,$2.915,Grigor Dimitrov,Feb 24 2014,Acapulco,F,Kevin Anderson,FALSE,21,cluster_1
63,29,Marin Cilic,$2.757,Kevin Anderson,May 12 2013,ATP World Tour Masters 1000 Rome,R32,Kevin Anderson,FALSE,23,cluster_1
59,42,David Ferrer,$3.555,Kevin Anderson,Feb 24 2014,Acapulco,Q,Kevin Anderson,FALSE,24,cluster_0
63,39,Tomas Berdych,$3.510,Tomas Berdych,May 12 2013,ATP World Tour Masters 1000 Madrid,R16,Kevin Anderson,FALSE,26,cluster_0
65,38,Marin Cilic,$3.571,Marin Cilic,Feb 17 2014,Delray Beach,F,Kevin Anderson,FALSE,29,cluster_1
72,48,Marin Cilic,$3.487,Marin Cilic,May 5 2013,ATP World Tour Masters 1000 Monte Carlo,R32,Kevin Anderson,FALSE,32,cluster_4
68,32,Tommy Robredo,$1.761,Tommy Robredo,Apr 15 2013,Casablanca,F,Kevin Anderson,FALSE,34,cluster_1
76,44,Tomas Berdych,$6.753,Tomas Berdych,Jan 13 2014,Australian Open Slam,Round of 16,Kevin Anderson,FALSE,37,cluster_4
67,41,Roger Federer,$5.989,Roger Federer,Dec 30 2013,ATP World Tour Masters 1000 Paris,R32,Kevin Anderson,FALSE,45,cluster_1
69,37,Tomas Berdych,$4.915,Tomas Berdych,Mar 18 2013,ATP World Tour Masters 1000 Indian Wells,Q,Kevin Anderson,FALSE,47,cluster_1
59,32,Mikhail Youzhny,$2.727,Kevin Anderson,Dec 30 2013,ATP World Tour Masters 1000 Paris,R64,Kevin Anderson,FALSE,48,cluster_0
74,35,Stan Wawrinka,$3.323,Stan Wawrinka,Oct 14 2013,ATP World Tour Masters 1000 Shanghai,R32,Kevin Anderson,FALSE,53,cluster_1
59,38,David Ferrer,$4.328,Kevin Anderson,Mar 6 2013,ATP World Tour Masters 1000 Indian Wells,R64,Kevin Anderson,FALSE,54,cluster_0
76,39,John Isner,$1.948,John Isner,Mar 6 2013,Delray Beach,Q,Kevin Anderson,FALSE,59,cluster_4
78,29,Tommy Haas,$2.004,Tommy Haas,Aug 26 2013,ATP World Tour Masters 1000 Cincinnati,R64,Kevin Anderson,FALSE,62,cluster_3
67,42,Tomas Berdych,$4.837,Tomas Berdych,Feb 25 2013,Australian Open Slam,Round of 16,Kevin Anderson,FALSE,65,cluster_4
64,31,Fernando Verdasco,$1.812,Kevin Anderson,Jan 14 2013,Australian Open Slam,Round of 32,Kevin Anderson,FALSE,66,cluster_1
73,39,Juan Martin Del Potro,$3.902,Juan Martin Del Potro,Aug 5 2013,Washington,Q,Kevin Anderson,FALSE,67,cluster_4
71,25,John Isner,$1.939,John Isner,Jul 29 2013,Atlanta,F,Kevin Anderson,FALSE,73,cluster_3
65,35,Tomas Berdych,$4.268,Tomas Berdych,Dec 31 2012,ATP World Tour Masters 1000 Paris,R16,Kevin Anderson,FALSE,82,cluster_1
66,25,Richard Gasquet,$2.776,Kevin Anderson,Oct 29 2012,ATP World Tour Masters 1000 Paris,R32,Kevin Anderson,FALSE,85,cluster_3
69,38,Juan Martin Del Potro,$6.197,Juan Martin Del Potro,Oct 29 2012,Basel,Q,Kevin Anderson,FALSE,86,cluster_1
65,36,Tomas Berdych,$5.287,Tomas Berdych,Jul 15 2013,Wimbledon Slam,Round of 32,Kevin Anderson,FALSE,87,cluster_1
66,38,Lleyton Hewitt,$1.390,Lleyton Hewitt,Oct 22 2012,Stockholm,R32,Kevin Anderson,FALSE,90,cluster_1
79,23,John Isner,$2.614,John Isner,Oct 15 2012,ATP World Tour Masters 1000 Shanghai,R32,Kevin Anderson,FALSE,91,cluster_3
70,40,Grigor Dimitrov,$1.661,Grigor Dimitrov,May 12 2014,ATP World Tour Masters 1000 Rome,R16,Tomas Berdych,FALSE,2,cluster_4
72,41,Rafael Nadal,$6.296,Rafael Nadal,May 5 2014,ATP World Tour Masters 1000 Madrid,Q,Tomas Berdych,FALSE,4,cluster_4
66,32,Grigor Dimitrov,$1.713,Tomas Berdych,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,Tomas Berdych,FALSE,5,cluster_1
53,20,Kevin Anderson,$1.199,Tomas Berdych,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,Tomas Berdych,FALSE,6,cluster_2
58,23,John Isner,$1.412,Tomas Berdych,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,Tomas Berdych,FALSE,14,cluster_2
65,44,Roger Federer,$2.298,Roger Federer,Feb 24 2014,Dubai,F,Tomas Berdych,FALSE,18,cluster_4
62,29,Jo-Wilfried Tsonga,$1.384,Tomas Berdych,Feb 24 2014,Dubai,Q,Tomas Berdych,FALSE,20,cluster_1
59,23,Marin Cilic,$1.472,Tomas Berdych,Feb 10 2014,Rotterdam,F,Tomas Berdych,FALSE,23,cluster_2
58,28,Ernests Gulbis,$1.574,Tomas Berdych,Feb 10 2014,Rotterdam,S,Tomas Berdych,FALSE,24,cluster_2
55,16,Andreas Seppi,$1.132,Tomas Berdych,Feb 10 2014,Rotterdam,R32,Tomas Berdych,FALSE,27,cluster_2
72,28,Stan Wawrinka,$2.145,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Semi Final,Tomas Berdych,FALSE,28,cluster_1
58,39,David Ferrer,$1.554,Tomas Berdych,Jan 13 2014,Australian Open Slam,Quarter Final,Tomas Berdych,FALSE,29,cluster_3
56,24,Kevin Anderson,$1.109,Tomas Berdych,Jan 13 2014,Australian Open Slam,Round of 16,Tomas Berdych,FALSE,30,cluster_2
75,37,Novak Djokovic,$10.342,Novak Djokovic,Nov 15 2013,Davis Cup,Reverse Singles,Tomas Berdych,FALSE,35,cluster_4
65,37,David Ferrer,$1.958,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,Tomas Berdych,FALSE,37,cluster_4
65,26,Milos Raonic,$2.087,Tomas Berdych,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,Tomas Berdych,FALSE,38,cluster_1
73,29,Nicolas Almagro,$1.395,Nicolas Almagro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,Tomas Berdych,FALSE,41,cluster_1
52,40,John Isner,$1.467,Tomas Berdych,Sep 30 2013,Beijing,Q,Tomas Berdych,FALSE,43,cluster_3
67,39,Stan Wawrinka,$1.373,Stan Wawrinka,Aug 26 2013,US Open Slam,Round of 16,Tomas Berdych,FALSE,49,cluster_4
71,38,Rafael Nadal,$3.668,Rafael Nadal,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,S,Tomas Berdych,FALSE,53,cluster_4
51,28,Tommy Robredo,$1.224,Tomas Berdych,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,R16,Tomas Berdych,FALSE,55,cluster_0
71,39,Novak Djokovic,$8.023,Novak Djokovic,Jul 8 2013,Wimbledon Slam,Quarter Final,Tomas Berdych,FALSE,61,cluster_4
64,35,Kevin Anderson,$1.208,Tomas Berdych,Jun 24 2013,Wimbledon Slam,Round of 32,Tomas Berdych,FALSE,63,cluster_4
70,29,Marin Cilic,$1.396,Marin Cilic,Jun 24 2013,London / Queen's Club,Q,Tomas Berdych,FALSE,66,cluster_1
72,32,Gael Monfils,$1.252,Gael Monfils,Jun 10 2013,French Open Slam,Round of 128,Tomas Berdych,FALSE,69,cluster_1
64,36,Novak Djokovic,$5.701,Tomas Berdych,May 19 2013,ATP World Tour Masters 1000 Rome,Q,Tomas Berdych,FALSE,70,cluster_4
58,30,Kevin Anderson,$1.325,Tomas Berdych,May 19 2013,ATP World Tour Masters 1000 Rome,R16,Tomas Berdych,FALSE,71,cluster_1
63,31,Stan Wawrinka,$1.939,Stan Wawrinka,May 19 2013,ATP World Tour Masters 1000 Madrid,S,Tomas Berdych,FALSE,73,cluster_1
60,36,Kevin Anderson,$1.366,Tomas Berdych,May 5 2013,ATP World Tour Masters 1000 Madrid,R16,Tomas Berdych,FALSE,75,cluster_3
62,36,Tommy Robredo,$1.469,Tommy Robredo,May 5 2013,Barcelona,R16,Tomas Berdych,FALSE,77,cluster_4
70,39,Richard Gasquet,$1.446,Richard Gasquet,Apr 15 2013,ATP World Tour Masters 1000 Miami,Q,Tomas Berdych,FALSE,81,cluster_4
65,40,Rafael Nadal,$2.809,Rafael Nadal,Mar 18 2013,ATP World Tour Masters 1000 Indian Wells,S,Tomas Berdych,FALSE,85,cluster_4
62,30,Kevin Anderson,$1.229,Tomas Berdych,Mar 18 2013,ATP World Tour Masters 1000 Indian Wells,Q,Tomas Berdych,FALSE,86,cluster_1
69,38,Milos Raonic,$3.555,Milos Raonic,May 12 2014,ATP World Tour Masters 1000 Rome,Q,Jeremy Chardy,FALSE,2,cluster_3
62,34,Roger Federer,$7.670,Jeremy Chardy,May 12 2014,ATP World Tour Masters 1000 Rome,R32,Jeremy Chardy,FALSE,4,cluster_3
57,25,Robin Haase,$1.884,Jeremy Chardy,May 12 2014,ATP World Tour Masters 1000 Rome,R64,Jeremy Chardy,FALSE,5,cluster_4
80,40,Milos Raonic,$3.693,Milos Raonic,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,Jeremy Chardy,FALSE,6,cluster_1
74,32,Stan Wawrinka,$3.106,Stan Wawrinka,Jun 16 2013,s-Hertogenbosch,Q,Jeremy Chardy,FALSE,10,cluster_1
64,44,Novak Djokovic,$20.546,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Miami,R64,Jeremy Chardy,FALSE,14,cluster_0
79,39,Jo-Wilfried Tsonga,$4.290,Jo-Wilfried Tsonga,May 27 2013,French Open Slam,Round of 32,Jeremy Chardy,FALSE,16,cluster_1
67,35,Tommy Haas,$1.922,Tommy Haas,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,Jeremy Chardy,FALSE,17,cluster_3
51,25,Kei Nishikori,$3.003,Jeremy Chardy,May 12 2013,ATP World Tour Masters 1000 Rome,R32,Jeremy Chardy,FALSE,24,cluster_4
63,56,David Ferrer,$6.948,David Ferrer,Feb 17 2014,Rio de Janeiro,R32,Jeremy Chardy,FALSE,27,cluster_0
64,40,Nicolas Almagro,$3.176,Nicolas Almagro,Feb 10 2014,Buenos Aires,Q,Jeremy Chardy,FALSE,28,cluster_3
73,47,Rafael Nadal,$7.727,Rafael Nadal,Feb 4 2013,Vina del Mar,S,Jeremy Chardy,FALSE,39,cluster_0
70,45,David Ferrer,$3.334,David Ferrer,Jan 13 2014,Australian Open Slam,Round of 32,Jeremy Chardy,FALSE,44,cluster_0
72,33,Roger Federer,$10.735,Roger Federer,Dec 30 2013,Brisbane,S,Jeremy Chardy,FALSE,47,cluster_1
57,34,Andreas Seppi,$2.590,Jeremy Chardy,Jan 14 2013,Australian Open Slam,Round of 16,Jeremy Chardy,FALSE,48,cluster_2
66,33,Juan Martin del Potro,$16.225,Jeremy Chardy,Jan 14 2013,Australian Open Slam,Round of 32,Jeremy Chardy,FALSE,50,cluster_3
78,26,Milos Raonic,$3.284,Milos Raonic,Oct 29 2012,ATP World Tour Masters 1000 Paris,R32,Jeremy Chardy,FALSE,58,cluster_1
69,25,John Isner,$3.151,Jeremy Chardy,Oct 21 2013,Valencia,R16,Jeremy Chardy,FALSE,59,cluster_3
64,34,Ernests Gulbis,$3.911,Ernests Gulbis,Oct 14 2013,Stockholm,R32,Jeremy Chardy,FALSE,61,cluster_3
78,37,Nicolas Almagro,$3.212,Nicolas Almagro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Jeremy Chardy,FALSE,64,cluster_1
74,26,Stan Wawrinka,$3.172,Stan Wawrinka,Oct 22 2012,Tokyo,R16,Jeremy Chardy,FALSE,66,cluster_1
74,48,Juan Martin Del Potro,$3.395,Juan Martin Del Potro,Aug 27 2012,ATP World Tour Masters 1000 Cincinnati,Q,Jeremy Chardy,FALSE,74,cluster_0
71,36,Milos Raonic,$4.330,Milos Raonic,Aug 5 2013,ATP World Tour Masters 1000 Canada,R64,Jeremy Chardy,FALSE,81,cluster_3
72,28,Jo-Wilfried Tsonga,$6.349,Jeremy Chardy,Aug 6 2012,ATP World Tour Masters 1000 Canada,R32,Jeremy Chardy,FALSE,85,cluster_1
70,38,Ernests Gulbis,$2.480,Ernests Gulbis,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,Marin Cilic,FALSE,4,cluster_0
68,31,Tommy Robredo,$2.240,Marin Cilic,Apr 21 2014,Barcelona,R16,Marin Cilic,FALSE,6,cluster_0
65,35,Novak Djokovic,$5.489,Novak Djokovic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,Marin Cilic,FALSE,10,cluster_0
58,26,Tommy Robredo,$1.341,Marin Cilic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,Marin Cilic,FALSE,11,cluster_4
61,34,Kevin Anderson,$1.357,Marin Cilic,Feb 17 2014,Delray Beach,F,Marin Cilic,FALSE,13,cluster_1
61,25,John Isner,$1.470,Marin Cilic,Feb 17 2014,Delray Beach,S,Marin Cilic,FALSE,14,cluster_4
76,40,Tomas Berdych,$2.962,Tomas Berdych,Feb 10 2014,Rotterdam,F,Marin Cilic,FALSE,17,cluster_0
66,20,Jo-Wilfried Tsonga,$2.619,Marin Cilic,Feb 10 2014,Rotterdam,R16,Marin Cilic,FALSE,20,cluster_4
58,33,Tommy Haas,$1.530,Marin Cilic,Feb 3 2014,Zagreb,F,Marin Cilic,FALSE,22,cluster_1
67,40,Kei Nishikori,$1.816,Kei Nishikori,Dec 30 2013,Brisbane,Q,Marin Cilic,FALSE,31,cluster_2
66,27,Grigor Dimitrov,$2.394,Marin Cilic,Dec 30 2013,Brisbane,R16,Marin Cilic,FALSE,32,cluster_4
74,37,Juan Martin Del Potro,$3.824,Juan Martin Del Potro,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,Marin Cilic,FALSE,34,cluster_0
55,36,Lleyton Hewitt,$1.713,Marin Cilic,Jun 10 2013,London / Queen's Club,S,Marin Cilic,FALSE,38,cluster_1
70,29,Tomas Berdych,$3.326,Marin Cilic,Jun 10 2013,London / Queen's Club,Q,Marin Cilic,FALSE,39,cluster_0
70,36,Kevin Anderson,$1.528,Kevin Anderson,May 12 2013,ATP World Tour Masters 1000 Rome,R32,Marin Cilic,FALSE,45,cluster_0
61,46,Richard Gasquet,$2.370,Richard Gasquet,Apr 15 2013,ATP World Tour Masters 1000 Monte Carlo,R16,Marin Cilic,FALSE,49,cluster_2
51,27,Kevin Anderson,$1.369,Marin Cilic,Apr 15 2013,ATP World Tour Masters 1000 Monte Carlo,R32,Marin Cilic,FALSE,50,cluster_3
59,24,Jo-Wilfried Tsonga,$2.791,Marin Cilic,Mar 18 2013,ATP World Tour Masters 1000 Miami,R16,Marin Cilic,FALSE,52,cluster_4
61,22,John Isner,$1.598,Marin Cilic,Mar 18 2013,ATP World Tour Masters 1000 Miami,R32,Marin Cilic,FALSE,53,cluster_4
67,34,Milos Raonic,$2.096,Milos Raonic,Mar 6 2013,ATP World Tour Masters 1000 Indian Wells,R32,Marin Cilic,FALSE,55,cluster_0
68,43,Kei Nishikori,$1.799,Kei Nishikori,Feb 18 2013,Memphis,Q,Marin Cilic,FALSE,57,cluster_2
56,37,Mikhail Youzhny,$1.609,Marin Cilic,Feb 4 2013,Zagreb,S,Marin Cilic,FALSE,61,cluster_1
59,42,Andreas Seppi,$1.437,Andreas Seppi,Jan 14 2013,Australian Open Slam,Round of 32,Marin Cilic,FALSE,64,cluster_2
51,24,Fernando Verdasco,$1.623,Marin Cilic,Oct 21 2012,Valencia,R16,Marin Cilic,FALSE,71,cluster_3
61,51,Roger Federer,$6.968,Roger Federer,Oct 7 2012,ATP World Tour Masters 1000 Shanghai,Q,Marin Cilic,FALSE,73,cluster_2
59,31,Fernando Verdasco,$1.705,Marin Cilic,Oct 7 2012,ATP World Tour Masters 1000 Shanghai,R16,Marin Cilic,FALSE,74,cluster_1
63,30,Kei Nishikori,$2.238,Marin Cilic,Aug 27 2012,US Open Slam,Round of 32,Marin Cilic,FALSE,80,cluster_4
74,48,Novak Djokovic,$7.892,Novak Djokovic,Aug 13 2012,ATP World Tour Masters 1000 Cincinnati,Q,Marin Cilic,FALSE,83,cluster_2
62,40,Lleyton Hewitt,$1.431,Lleyton Hewitt,Jun 10 2013,London / Queen's Club,Q,Juan Martin Del Potro,FALSE,1,cluster_1
77,40,Ernests Gulbis,$1.376,Ernests Gulbis,Feb 10 2014,Rotterdam,Q,Juan Martin Del Potro,FALSE,10,cluster_4
69,41,Rafael Nadal,$2.834,Rafael Nadal,Mar 18 2013,ATP World Tour Masters 1000 Indian Wells,F,Juan Martin Del Potro,FALSE,11,cluster_4
58,41,Novak Djokovic,$5.821,Juan Martin Del Potro,Mar 6 2013,ATP World Tour Masters 1000 Indian Wells,S,Juan Martin Del Potro,FALSE,12,cluster_1
63,33,Gael Monfils,$1.584,Juan Martin Del Potro,Feb 10 2014,Rotterdam,R32,Juan Martin Del Potro,FALSE,14,cluster_3
43,27,Tommy Haas,$1.272,Juan Martin Del Potro,Mar 6 2013,ATP World Tour Masters 1000 Indian Wells,R16,Juan Martin Del Potro,FALSE,16,cluster_0
